"Imprimé à Constantinople",2
"Imprimé à ***",2
"Imprimé par exprès commandement de Sa Majesté",2
"Imprimé d'un coup de bagu",2
"Impr. de Moscou",2
"Impensis Academiae imperialis scientiarum p",2
Ilfeldae,2
Idstein,2
Hostiliae,2
Hersfeldiae,2
Hersfeldae,2
Hersfeld,2
Hereford,2
"Helmstadii Saxonum",2
Helmstadi,2
Heilbronn,2
Harderwyk,2
"Hardervici Gelrorum",2
Hamburgh,2
Hallae,2
Hall,2
"Halae propter Salam",2
"Halae Saxon",2
"Halae Sax",2
Hague,2
"Hage Comitum",2
"Hagae in Batavis",2
"Hagae comitis",2
Hagae,2
Hadervici,2
"Göttingae",2
"Götheberg",2
"Gröningen",2
"Grätz",2
Grypeswaldiae,2
Groningue,2
Grimae,2
Graavenhage,2
Gorinchemi,2
Goes,2
Glascuae,2
Glaris,2
"Giessae Cattorum",2
Giesen,2
Germanien,2
Gera,2
"Genève] : [s. n",2
"Genève [i. e. Rouen",2
"Genève Paris",2
"Genève (Londres",2
"Genève (Amsterdam",2
Geneva,2
Gdansk,2
Gap,2
"Gallipoli de Calabre",2
"Fürth",2
Furnes,2
Fulginiae,2
Friedrichstadt,2
Frascati,2
Frankofurti,2
